fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,twitter_id,twitter_name,party_simple,key,ballotpedia
H2NV02395,"AMODEI, MARK EUGENE",NV,02,REPUBLICAN PARTY,House,Incumbent,C,A000369,Mark Amodei,412500,85689484,markamodeinv2,Republican,mark  amodei,https://ballotpedia.org/Mark_Amodei
H2NV02395,"AMODEI, MARK EUGENE",NV,02,REPUBLICAN PARTY,House,Incumbent,C,A000369,Mark Amodei,412500,402719755,amodeifornevada,Republican,mark  amodei,https://ballotpedia.org/Mark_Amodei
H2NV02395,"AMODEI, MARK EUGENE",NV,02,REPUBLICAN PARTY,House,Incumbent,C,A000369,Mark Amodei,412500,85689484,amodeifornevada,Republican,mark  amodei,https://ballotpedia.org/Mark_Amodei
H0VA11127,"ANANTATMULA, MANGA",VA,11,REPUBLICAN PARTY,House,Challenger,C,,,,,manga4congress,Republican,manga  anantatmula,https://ballotpedia.org/Manga_Anantatmula
H2MO02169,"ANDERS, BOB",MO,02,INDEPENDENT,House,Challenger,N,,,,,,Other,bob  anders,NA
H2CO07196,"ANDERSEN, CARL E",CO,07,REPUBLICAN PARTY,House,Open seat,C,,,,,,Republican,carl  andersen,NA
H2AZ06312,"ANDERSON, BYRON AVERY",AZ,06,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,byron  anderson,https://ballotpedia.org/Avery_Anderson_(Arizona)
H2WA09206,"ANDERSON, DAVID",WA,09,INDEPENDENT,House,Challenger,N,,,,,,Other,david  anderson,https://ballotpedia.org/David_Michael_Anderson_(Washington_congressional_candidate)
H2WA09172,"ANDERSON, DAVID",WA,09,INDEPENDENT,House,Challenger,N,,,,,,Other,david  anderson,https://ballotpedia.org/David_Michael_Anderson_(Washington_congressional_candidate)
H2TX35102,"ANDERSON, DAVID LEE JR",TX,21,DEMOCRATIC PARTY,House,Challenger,P,,,,,dlandersonjrtx,Democrat,david  anderson,https://ballotpedia.org/David_Anderson_(Texas_congressional_candidate)
H2VA07170,"ANDERSON, DERRICK",VA,07,REPUBLICAN PARTY,House,Challenger,P,,,,,derrickforva,Republican,derrick  anderson,https://ballotpedia.org/Derrick_Anderson
H2FL20316,"ANDERSON, DWIGHT A MR",FL,20,DEMOCRATIC PARTY,House,Open seat,N,,,,,,Democrat,dwight  anderson,NA
H2VA01108,"ANDERSON, JESSICA",VA,01,DEMOCRATIC PARTY,House,,N,,,,,,Democrat,jessica  anderson,NA
H0OH07104,"ANDERSON, JOHN DAVID",OH,06,REPUBLICAN PARTY,House,Challenger,N,,,,,,Republican,john  anderson,https://ballotpedia.org/John_Anderson_(Ohio)
H2AL02158,"ANDERSON, TERRELL",AL,02,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,terrell  anderson,NA
H2NJ11228,"ANDERSON, TOBY",NJ,11,REPUBLICAN PARTY,House,Challenger,P,,,,,tobyandersonnj,Republican,toby  anderson,https://ballotpedia.org/Toby_Anderson_(New_Jersey)
H2MN01314,"ANDERSON, WARREN LEE",MN,01,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,,,,,,Other,warren  anderson,NA
H2SC01127,"ANDREWS, ANNIE DR.",SC,01,DEMOCRATIC PARTY,House,Challenger,P,,,,,annieandrewsmd,Democrat,annie  andrews,https://ballotpedia.org/Annie_Andrews
H2KY05193,"ANDREWS, JEANETTE",KY,05,REPUBLICAN PARTY,House,Challenger,N,,,,,jandrews1stgen,Republican,jeanette  andrews,https://ballotpedia.org/Jeannette_Andrews
H2CA09162,"ANDREWS, MARK T",CA,09,NO PARTY PREFERENCE,House,Open seat,N,,,,,,Other,mark  andrews,https://ballotpedia.org/Mark_Andrews_(California)
H2OK02307,"ANDREWS, NAOMI",OK,02,DEMOCRATIC PARTY,House,Open seat,P,,,,,naomiforok,Democrat,naomi  andrews,https://ballotpedia.org/Naomi_Andrews_(Oklahoma)
H2NC09217,"ANDRIANI, MICHAEL",NC,09,REPUBLICAN PARTY,House,Challenger,N,,,,,voteandriani,Republican,michael  andriani,https://ballotpedia.org/Mike_Andriani
H2NC13227,"ANERALLA, JOHN",NC,13,REPUBLICAN PARTY,House,Open seat,P,,,,,,Republican,john  aneralla,NA
H2MD04349,"ANGEL, ANGELA",MD,04,DEMOCRATIC PARTY,House,Open seat,P,,,,,angel4dist25,Democrat,angela  angel,https://ballotpedia.org/Angela_Angel
H2MD04349,"ANGEL, ANGELA",MD,04,DEMOCRATIC PARTY,House,Open seat,P,,,,,thepoliticchic,Democrat,angela  angel,https://ballotpedia.org/Angela_Angel
H2CA38252,"ANI, SYLVESTER UGONNA JR.",CA,38,DEMOCRATIC PARTY,House,Challenger,C,,,,,,Democrat,sylvester  ani,NA
H2FL09251,"ANTHONY, MARLIN DANIEL",FL,09,REPUBLICAN PARTY,House,Challenger,C,,,,,,Republican,marlin  anthony,NA
H2NJ06244,"ANTISELL, ERIC",NJ,06,OTHER,House,Challenger,N,,,,,,Other,eric  antisell,NA
H2TX14214,"ANTONELLI, JEFF",TX,14,DEMOCRATIC PARTY,House,Challenger,P,,,,,,Democrat,jeff  antonelli,NA
H2NY01141,"ANTONUCCI, NICHOLAS",NY,01,DEMOCRATIC PARTY,House,Open seat,P,,,,,,Democrat,nicholas  antonucci,NA
H0FL19163,"AQUINO, DARREN DIONE MR.",FL,25,REPUBLICAN PARTY,House,Challenger,P,,,,,,Republican,darren  aquino,NA
H2TX35185,"ARAGONA, JENAI",TX,35,REPUBLICAN PARTY,House,Challenger,P,,,,,jenaih,Republican,jenai  aragona,https://ballotpedia.org/Jenai_Aragona-Hales
H0CA22102,"ARBALLO, PHIL",CA,13,DEMOCRATIC PARTY,House,Challenger,C,,,,,,Democrat,phil  arballo,https://ballotpedia.org/Phil_Arballo
H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,02,REPUBLICAN PARTY,House,Incumbent,C,H001091,Ashley Hinson,456816,1340783304304410624,repashleyhinson,Republican,ashley  arenholz,NA
H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,02,REPUBLICAN PARTY,House,Incumbent,C,H001091,Ashley Hinson,456816,1340783304304410624,hinsonashley,Republican,ashley  arenholz,NA
H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,02,REPUBLICAN PARTY,House,Incumbent,C,H001091,Ashley Hinson,456816,18189966,repashleyhinson,Republican,ashley  arenholz,NA
H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,02,REPUBLICAN PARTY,House,Incumbent,C,H001091,Ashley Hinson,456816,18189966,hinsonashley,Republican,ashley  arenholz,NA
H2KY38012,"ARGYLE, MARK MR",KY,38,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,mark  argyle,NA
H2FL21140,"ARIANAS, PETER STEVEN",FL,22,REPUBLICAN PARTY,House,Challenger,P,,,,,peter_arianas,Republican,peter  arianas,https://ballotpedia.org/Peter_Arianas
H0TX16106,"ARMENDARIZ-JACKSON, IRENE",TX,16,REPUBLICAN PARTY,House,Challenger,P,,,,,armendarizdis16,Republican,irene  armendarizjackson,https://ballotpedia.org/Irene_Armendariz-Jackson
H0TX16106,"ARMENDARIZ-JACKSON, IRENE",TX,16,REPUBLICAN PARTY,House,Challenger,P,,,,,amazingurl09,Republican,irene  armendarizjackson,https://ballotpedia.org/Irene_Armendariz-Jackson
H2AK00267,"ARMSTRONG, JAY R",AK,00,WRITE-IN,House,Open seat,N,,,,,,Other,jay  armstrong,NA
H8ND00096,"ARMSTRONG, KELLY",ND,00,REPUBLICAN PARTY,House,Incumbent,C,A000377,Kelly Armstrong,412794,1080515866255593472,reparmstrongnd,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota)
H8ND00096,"ARMSTRONG, KELLY",ND,00,REPUBLICAN PARTY,House,Incumbent,C,A000377,Kelly Armstrong,412794,1080515866255593472,armstrong_nd,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota)
